"dam_ID","dam_name","dam_height","storage","file","permit","water_right","river","basin","county","wm_district","wm_region","meridian","township","township_char","range","range_char","sctn","latitude","longitude","last_inspection","next_inspection","hazard","download_date"
"OR00515","Fisher, James O Reservoir",34,36,"F-21","R-5582","Cert:44353 OR *","Sly Creek, Trib to",2,"COLU",18,"NW REGION","WM",4,"N",2,"W",36,45.78863143,-122.87684631,"11/14/2013",2018,"Low","5/20/2017"
"OR00516","Oberg Reservoir",35,80,"O-21","R-5592","Cert:74224 RR CR *;Cert:88972 CF *","Yamhill River, Trib to",2,"YAMH",16,"NW REGION","WM",3,"S",4,"W",19,45.30031967,-123.22142028,"11/12/2015",2021,"Low","5/20/2017"
"OR00517","Stinking Water Creek",71,2405,"S-57","R-5601","Cert:51574 OR *","Stinking Water Creek",10,"HARN",10,"E REGION","WM",22,"S",35,"E",20,43.65232849,-118.43923187,"07/21/2015",2018,"Significant","5/20/2017"
"OR00518","Hershiser Reservoir",42,38,"H-54","R-5631","Cert:86637 CF *","Willamette River, Trib to",2,"CLAC",16,"NW REGION","WM",3,"S",1,"E",10,45.33082222,-122.66505833,"08/14/2012",2018,"Low","5/20/2017"
"OR00519","Funrue",29,126,"F-26","R-5651","Cert:45202 OR *","Drift Creek, Trib to",2,"MARI",16,"NW REGION","WM",7,"S",1,"W",24,44.94955062,-122.75794219,"12/11/2014",2017,"Significant","5/20/2017"
"OR00520","MISSION CREEK DAM AND RESERVOIR COMPANY",25,1590,"M-54",,"Cert:50722 OR *","Mission Creek",2,"MARI",16,"NW REGION","WM",4,"S",2,"W",8,45.23188018,-122.95375823,"02/09/2016",2022,"Low","5/20/2017"
"OR00521","Watson Reservoir",32,2102,"W-38","R-5707","Cert:48786 OR *","Watson Creek",5,"CROO",11,"SC REGION","WM",16,"S",22,"E",28,44.16136932,-120.10536193,"10/24/2011",2017,"Low","5/20/2017"
"OR00522","Langdon Lake Dam",12,253,"L-48","R-5710","Cert:40151 OR *","Lookingglass",8,"UMAT",6,"E REGION","WM",4,"N",38,"E",32,45.77637,-118.089404,"07/24/2012",2018,"Low","5/20/2017"
"OR00523","Lester James #1",22,106,"J-8","R-5738","Cert:44611 OR *","Snyder Creek",15,"JACK",13,"SW REGION","WM",35,"S",2,"W",33,42.48804855,-122.95162963,"02/03/2014",2017,"Significant","5/20/2017"
"OR00524","MERCER RESERVOIR",79,1550,"D-35",,"Cert:80164 OR *","Rickreall Creek",2,"POLK",16,"NW REGION","WM",8,"S",6,"W",6,44.90377044,-123.47017669,"03/20/2017",2018,"High","5/20/2017"
"OR00525","TRASK RIVER BARNEY RESERVOIR",122,20000,"H-29",,"Cert:81023 OR *","M. Fork of North Fork Trask River",1,"WASH",18,"NW REGION","WM",1,"S",6,"W",26,45.44839166,-123.39351111,"01/18/2017",2018,"High","5/20/2017"
"OR00526","Iverson Reservoir (Douglas)",32,51,"I-13","R-5779","Cert:44588 OR *","Bear Creek",16,"DOUG",15,"SW REGION","WM",28,"S",8,"W",22,43.12314987,-123.63938903,"07/08/2010",2016,"Low","5/20/2017"
"OR00527","WHISPERING WINDS",25,100,"W-80",,"Cert:47781 OR *","Burgett Creek",2,"BENT",16,"NW REGION","WM",11,"S",6,"W",7,44.6363182,-123.45809936,"10/20/2014",2020,"Low","5/20/2017"
"OR00528","HOOVER POND 3",14,109,"H-33C",,"Cert:41309 OR *","Branch of Whetstone Creek",15,"JACK",13,"SW REGION","WM",36,"S",1,"W",21,42.41910171,-122.8288269,"03/08/2016",2019,"Significant","5/20/2017"
"OR00529","HOOVER POND 2",26,68,"H-33B",,"Cert:41309 OR *","Branch of Whetstone Creek",15,"JACK",13,"SW REGION","WM",36,"S",1,"W",22,42.42010116,-122.82282257,"03/08/2016",2019,"Significant","5/20/2017"
"OR00530","HOOVER POND 1",17,139,"H-33A",,"Cert:41309 OR *","Branch of Whetstone Creek",15,"JACK",13,"SW REGION","WM",36,"S",1,"W",20,42.41894149,-122.8164215,"03/08/2016",2019,"Significant","5/20/2017"
"OR00531","Alder Creek",55,800,"A-3","R-5844","Cert:46777 OR *","Alder Creek",10,"HARN",10,"E REGION","WM",25,"S",35,"E",19,43.38309097,-118.46634674,"10/08/2014",2020,"Low","5/20/2017"
"OR00532","Spring Lake Estates",34,120,"S-74","R-5869","Cert:48849 OR *","Willamette River, Trib to",2,"MARI",16,"NW REGION","WM",9,"S",3,"W",9,44.80271148,-123.05837249,"12/12/2012",2015,"Significant","5/20/2017"
"OR00533","PITT LAKE DAM",11,122,"P-56",,,"Barnes Valley Creek, Trib to",14,"LAKE",17,"SC REGION","WM",39,"S",16,"E",4,42.21644973,-120.83979034,"NSI","NSI","Low","5/20/2017"
"OR00535","COTTONWOOD - LAKE COMPANY",60,11400,"C-6",,"Cert:81734 OR *","Cottonwood Creek & trib",13,"LAKE",12,"SC REGION","WM",38,"S",19,"E",29,42.24282836,-120.50991821,"08/02/2016",2017,"High","5/20/2017"
"OR00537","Delintment Lake Dam",20,415,"D-59","R-3895","Cert:44941 OR *",,12,"HARN",10,"E REGION","WM",19,"S",26,"E",29,43.89004898,-119.6250534,"NSI","NSI","Low","5/20/2017"
"OR00538","Squaw Lake (Jackson)",35,1100,"S-33","R-734","Cert:14596 OR *","Squaw Creek",15,"JACK",13,"SW REGION","WM",41,"S",3,"W",2,42.03707122,-123.02443695,"NSI","NSI","Low","5/20/2017"
"OR00539","Carmen Diversion",44,261,"C-51a","R-2138","Cert:80726 OR *","Mckenzie River",2,"LINN",2,"NW REGION","WM",14,"S",7,"E",20,44.33837127,-122.00582122,"NSI","NSI","Significant","5/20/2017"
"OR00540","Trail Bridge Reg. Reservoir",96,2263,"C-51b","R-2364","Cert:80729 OR *","McKenzie & Smith Rivers",2,"LINN",2,"NW REGION","WM",15,"S",6,"E",11,44.27280044,-122.04946136,"NSI","NSI","High","5/20/2017"
"OR00541","Smith River",228,15000,"C-51c","R-5117","Cert:80782 OR *","Smith River and McKenzie River",2,"LINN",2,"NW REGION","WM",14,"S",6,"E",36,44.30728149,-122.04712677,"NSI","NSI","High","5/20/2017"
"OR00542","CLEARWATER #1 FOREBAY",17,154,"C-91B",,"Cert:84409 OR *;Cert:84409 OR *","Clearwater River",16,"DOUG",15,"SW REGION","WM",26,"S",4,"E",35,43.25642013,-122.32113647,"NSI","NSI","Low","5/20/2017"
"OR00543","LAKE ROSLYN",45,2011,"R-31",,,"Big and Little Sandy Rivers",3,"CLAC",20,"NW REGION","WM",2,"S",5,"E",6,45.4287796,-122.24175262,"NSI","NSI","Significant","5/20/2017"
"OR00544","Frog Lake",70,460,"O-1","HE-186","Cert:89174 OR *;Cert:89174 OR *","Oak Grove Fork Clackamas River",2,"CLAC",20,"NW REGION","WM",5,"S",6,"E",35,45.09405136,-122.04366302,"NSI","NSI","Significant","5/20/2017"
"OR00545","Timothy Lake",110,81000,"T-41","HE-186","Cert:89174 OR *;Cert:89174 OR *","Oak Grove Fork Clackamas River",2,"CLAC",20,"NW REGION","WM",5,"S",8,"E",26,45.11376953,-121.80660247,"NSI","NSI","Significant","5/20/2017"
"OR00546","Harriet Lake",75,400,"H-42","HE-186","Cert:89174 OR *;Cert:89174 OR *","Oak Grove Fork Clackamas River",2,"CLAC",20,"NW REGION","WM",6,"S",7,"E",4,45.0746994,-121.96977996,"NSI","NSI","Significant","5/20/2017"
"OR00547","Pelton Regulating Dam",78,4500,"P-70","HE-222",,"Deschutes River",5,"JEFF",11,"SC REGION","WM",10,"S",12,"E",12,44.72410964,-121.24768066,"NSI","NSI","High","5/20/2017"
"OR00548","Pelton Dam",204,37300,"P-1","HE-222",,"Deschutes River",5,"JEFF",11,"SC REGION","WM",10,"S",13,"E",18,44.69411087,-121.23104095,"NSI","NSI","High","5/20/2017"
"OR00549","Round Butte Dam",440,535000,"R-56","HE-217","Cert:82826 OR *;Cert:82826 OR *","Deschutes and Metolius Rivers",5,"JEFF",11,"SC REGION","WM",11,"S",12,"E",22,44.60326004,-121.27712249,"NSI","NSI","High","5/20/2017"
"OR00550","North Fork Dam (Clackamas)",207,21000,"N-21","HE-202",,"Clackamas River",2,"CLAC",20,"NW REGION","WM",4,"S",4,"E",11,45.24320983,-122.28015136,"NSI","NSI","High","5/20/2017"
"OR00551","Faraday Diversion Dam",84,560,"F-24","HE-203",,"Clackamas River",2,"CLAC",20,"NW REGION","WM",3,"S",4,"E",33,45.26776885,-122.32025146,"NSI","NSI","High","5/20/2017"
"OR00552","River Mill Dam",90,12200,"R-40","PC-116",,"Clackamas River",2,"CLAC",20,"NW REGION","WM",3,"S",4,"E",20,45.29953002,-122.35041809,"NSI","NSI","Significant","5/20/2017"
"OR00553","Leaburg Dam",15,459,"L-35","PC-724","Cert:27661 OR *","McKenzie River",2,"LANE",2,"NW REGION","WM",16,"S",2,"E",31,44.13761901,-122.61215972,"NSI","NSI","High","5/20/2017"
"OR00554","Toketee Lake Dam",58,1400,"T-42","HE-23",,"North Umpqua River",16,"DOUG",15,"SW REGION","WM",26,"S",3,"E",35,43.26427841,-122.4208908,"NSI","NSI","Low","5/20/2017"
"OR00555","SODA SPRINGS DAM",128,710,"S-106",,,"North Umpqua River",16,"DOUG",15,"SW REGION","WM",26,"S",3,"E",18,43.30284881,-122.49495697,"NSI","NSI","Significant","5/20/2017"
"OR00556","Lemolo Lake Dam",120,14650,"L-38a","HE-21",,"North Umpqua River",16,"DOUG",15,"SW REGION","WM",26,"S",5,"E",11,43.32247924,-122.194458,"NSI","NSI","High","5/20/2017"
"OR00557","Upper Klamath Lake",22,873500,"U-3","PC-35",,"Link River",14,"KLAM",17,"SC REGION","WM",38,"S",9,"E",30,42.23398971,-121.80200958,"NSI","NSI","High","5/20/2017"
"OR00558","KENO DAM",41,5300,"K-32",,,"Klamath River",14,"KLAM",17,"SC REGION","WM",39,"S",7,"E",36,42.13467025,-121.94864654,"NSI","NSI","Low","5/20/2017"
"OR00559","JC BOYLE DAM",58,3377,"J-26",,,"Klamath River",14,"KLAM",17,"SC REGION","WM",40,"S",7,"E",6,42.12231063,-122.04850006,"NSI","NSI","High","5/20/2017"
"OR00560","NORTH FORK DIVERSION (ROGUE)",58,250,"P-69A",,,"North Fork Rogue River",15,"JACK",13,"SW REGION","WM",32,"S",3,"E",29,42.75627899,-122.49815368,"NSI","NSI","Significant","5/20/2017"
"OR00561","Slide Creek Dam",45,50,"S-111","HE-23",,"North Umpqua River",16,"DOUG",15,"SW REGION","WM",26,"S",3,"E",27,43.2751007,-122.44873046,"NSI","NSI","Significant","5/20/2017"
"OR00562","Fish Creek Diversion Dam",14,71,"F-44a","HE-20",,"Fish Creek",16,"DOUG",15,"SW REGION","WM",27,"S",3,"E",23,43.21072006,-122.42669677,"NSI","NSI","Significant","5/20/2017"
"OR00563","Clearwater Forebay #2",24,68,"C-91d","HE-19","Cert:84409 OR *;Cert:84409 OR *","Clearwater River",16,"DOUG",15,"SW REGION","WM",26,"S",3,"E",36,43.26459121,-122.40943145,"NSI","NSI","Significant","5/20/2017"
"OR00564","Lemolo Forebay #2",32,127,"L-38c","HE-21",,"North Umpqua River",16,"DOUG",15,"SW REGION","WM",26,"S",3,"E",24,43.28979873,-122.40589141,"NSI","NSI","Low","5/20/2017"
"OR00565","STUMP LAKE DAM",17,152,"C-91A",,"Cert:84409 OR *;Cert:84409 OR *","Clearwater Rivr",16,"DOUG",15,"SW REGION","WM",27,"S",5,"E",6,43.24623107,-122.28199005,"NSI","NSI","Low","5/20/2017"
"OR00566","NORTH CANAL DIVERSION DAM",33,40,"N-12",,,"Deschutes River",5,"DESC",11,"SC REGION","WM",17,"S",12,"E",29,44.07567977,-121.30689239,"10/13/2016",2017,"High","5/20/2017"
"OR00567","Duncan Reservoir",31,284,"D-4","R-5837","Cert:46981 OR *","Duncan Creek",13,"LAKE",12,"SC REGION","WM",29,"S",15,"E",9,43.07099151,-120.94364929,"NSI","NSI","Low","5/20/2017"
"OR00568","Big Rock Reservoir",31,41,"B-27","R-5459","Cert:41100 OR *","Mary Ann Draw",13,"LAKE",12,"SC REGION","WM",34,"S",23,"E",34,42.57455825,-119.99205017,"NSI","NSI","Low","5/20/2017"
"OR00569","MUD LAKE DETENTION DAM",20,2000,"M-115",,"Cert:57737 CF *","Fish Creek, Trib to",13,"LAKE",12,"SC REGION","WM",39,"S",26,"E",6,42.2116661,-119.71499633,"NSI","NSI","Low","5/20/2017"
"OR00570","Morrison Reservoir",34,115,"M-36","R-5339","Cert:59010 OR *","Malheur River, Trib to",10,"MALH",9,"E REGION","WM",17,"S",43,"E",6,44.11352157,-117.49273681,"NSI","NSI","Low","5/20/2017"
"OR00571","Squaw Creek Reservoir",33,43,"S-96","R-5149","Cert:39787 OR *","South Fork Squaw Creek",10,"MALH",9,"E REGION","WM",21,"S",41,"E",30,43.7199707,-117.73168945,"NSI","NSI","Low","5/20/2017"
"OR00572","Round Valley Reservoir",16,2719,"R-14","R-2184","Cert:34366 OR *","Run-Off from Watershed",14,"KLAM",17,"SC REGION","WM",39,"S",14,"E",33,42.13927078,-121.07186889,"NSI","NSI","Low","5/20/2017"
"OR00573","Upper Midway Reservoir",14,286,"M-44","R-2183","Cert:72422 OR *","Run-Off from Watershed",14,"KLAM",17,"SC REGION","WM",40,"S",14.5,"E",11,42.11500167,-121.02610778,"NSI","NSI","Low","5/20/2017"
"OR00574","Dog Hollow Reservoir",17,445,"D-36","R-2182","Cert:72424 OR *","Unnamed Trib; East Fork Lost River",14,"KLAM",17,"SC REGION","WM",40,"S",14.5,"E",7,42.11317062,-121.1040802,"NSI","NSI","Low","5/20/2017"
"OR00575","Krumbo Reservoir",29,1660,"K-4","R-2124","Cert:33824 OR *","Krumbo Creek",12,"HARN",10,"E REGION","WM",30,"S",32,"E",19,42.95531845,-118.81169128,"NSI","NSI","Low","5/20/2017"
"OR00576","MORGAN RESERVOIR (USFW)",25,461,"M-50",,"Cert:89209 CF *","Baskett Slough",2,"POLK",16,"NW REGION","WM",7,"S",5,"W",11,44.98126983,-123.26177215,"NSI","NSI","Low","5/20/2017"
"OR00577","Mason Dam",167,114000,"M-107","R-5083","Cert:52007 OR *","Powder River",9,"BAKE",8,"E REGION","WM",10,"S",38,"E",24,44.6726799,-118.00048065,"NSI","NSI","High","5/20/2017"
"OR00578","Bully Creek Dam",121,38900,"B-107","R-4456","Permit: R  4456 *","Bully Creek & Malheur River",10,"MALH",9,"E REGION","WM",18,"S",43,"E",12,44.01340103,-117.39768981,"NSI","NSI","High","5/20/2017"
"OR00579","PRINEVILLE RESERVOIR (BOWMAN)",188,235000,"P-36",,"Inchoate: T  12239 CF (REG) *;Cert:92200 RR *","Crooked River",5,"CROO",11,"SC REGION","WM",17,"S",16,"E",11,44.11117172,-120.7864685,"NSI","NSI","High","5/20/2017"
"OR00580","Howard Prairie",100,76700,"H-67","R-2210","Cert:79216 OR *","Trib of S Fork Little Butte Creek",14,"JACK",13,"SW REGION","WM",38,"S",4,"E",32,42.21607971,-122.377182,"NSI","NSI","High","5/20/2017"
"OR00581","Emigrant",204,46700,"E-1","R-2209","Cert:79215 OR *","Hyatt & Howard Prairie Res",15,"JACK",13,"SW REGION","WM",39,"S",2,"E",20,42.16162872,-122.60507965,"NSI","NSI","High","5/20/2017"
"OR00582","Owyhee",417,1120000,"O-3","R-1764","Cert:24706 OR *","Owyhee River",11,"MALH",9,"E REGION","WM",22,"S",45,"E",20,43.64205932,-117.24272155,"NSI","NSI","High","5/20/2017"
"OR00583","McKay Reservoir (USBR)",165,79000,"M-3","R-584","Cert:76087 CF *","McKay and Birch Creeks",7,"UMAT",5,"NC REGION","WM",2,"N",32,"E",34,45.60749053,-118.79280853,"NSI","NSI","High","5/20/2017"
"OR00584","Gerber Reservor",88,123000,"G-1","X5-107",,"Miller Creek",14,"KLAM",17,"SC REGION","WM",39,"S",13,"E",12,42.20119857,-121.12996673,"NSI","NSI","High","5/20/2017"
"OR00585","Anderson-Rose Diversion",16,450,"USBR",,,"Lost River",14,"KLAM",17,"SC REGION","WM",41,"S",11,"E",7,42.00999832,-121.58000183,"NSI","NSI","Significant","5/20/2017"
"OR00586","Lost River Diversion",41,2300,"USBR",,,"Lost River",14,"KLAM",17,"SC REGION","WM",39,"S",10,"E",29,42.14166641,-121.67833709,"NSI","NSI","Significant","5/20/2017"
"OR00587","Malone Diversion Dam",32,500,"USBR",,,"Lost River",14,"KLAM",17,"SC REGION","WM",41,"S",14,"E",18,42.00666809,-121.22305297,"NSI","NSI","Low","5/20/2017"
"OR00588","THREE MILES FALLS (DIVERSION)",28,300,"T-52",,,"Umatilla River",7,"UMAT",5,"NC REGION","WM",5,"N",28,"E",28,45.88307189,-119.32530212,"NSI","NSI","Low","5/20/2017"
"OR00589","AGENCY VALLEY DAM",110,66000,"A-1",,"Cert:15713 OR *","North Fork Malheur River",10,"MALH",9,"E REGION","WM",19,"S",37,"E",15,43.91110992,-118.15776824,"NSI","NSI","High","5/20/2017"
"OR00590","Cold Springs Reservoir (USBR)",100,52200,"C-4","X3-242",,"Umatilla River",7,"UMAT",5,"NC REGION","WM",4,"N",29,"E",3,45.85995864,-119.17266845,"NSI","NSI","Significant","5/20/2017"
"OR00591","HYATT RESERVOIR",47,19700,"H-2",,"Cert:79213 OR *","Keene Creek",14,"JACK",13,"SW REGION","WM",39,"S",3,"E",16,42.17173004,-122.46794128,"NSI","NSI","Low","5/20/2017"
"OR00592","Thief Valley Reservoir",66,26000,"T-1","R-667","Cert:11692 OR *","Powder River",9,"BAKE",8,"E REGION","WM",6,"S",40,"E",26,45.012725,-117.78099444,"NSI","NSI","High","5/20/2017"
"OR00593","Unity Reservoir",67,50000,"U-2","R-726","Cert:51709 OR *","Burnt River",9,"BAKE",8,"E REGION","WM",12,"S",37,"E",21,44.50376892,-118.18068695,"NSI","NSI","High","5/20/2017"
"OR00594","Bend Hydro (MirrorPond)",16,100,"B-99","PC-129","Cert:29581 OR *","Deschutes River",5,"DESC",11,"SC REGION","WM",17,"S",12,"E",32,44.06180953,-121.3141632,"10/05/2015",2018,"Significant","5/20/2017"
"OR00596","Willamette Falls",45,100,"W-75","PC-537",,"Willamette River",2,"CLAC",20,"NW REGION","WM",2,"S",2,"E",31,45.35311889,-122.6178894,"NSI","NSI","High","5/20/2017"
"OR00599","Ana River Dam",60,1050,"S-4",,,"Ana Springs",13,"LAKE",12,"SC REGION","WM",30,"S",17,"E",5,42.9952507,-120.74958038,"03/04/2014",2020,"Low","5/20/2017"
"OR00600","WALTERVILLE POWER INTAKE",60,100,"W-30A",,"Cert:27662 OR *","McKenzie River",2,"LANE",2,"NW REGION","WM",17,"S",1,"W",27,44.06999969,-122.83499908,"NSI","NSI","Low","5/20/2017"
"OR00601","Indian Lake Dam",50,1214,"I-8",,,"Jennings Creek",8,"UMAT",6,"E REGION","WM",2,"S",34,"E",27,45.36613082,-118.55310821,"NSI","NSI","High","5/20/2017"
"OR00602","BIG SWAMP RESERVOIR",10,350,"B-75",,,"Cold Spring Creek",14,"LAKE",17,"SC REGION","WM",38,"S",16,"E",29,42.24393081,-120.84269714,"NSI","NSI","Low","5/20/2017"
"OR00603","Mahon Reservoir",25,3456,"M-89","X8-283",,"Camp Creek & South Fork Malheur River",10,"HARN",10,"E REGION","WM",28,"S",35,"E",10,43.15386962,-118.39910888,"08/15/2012",2018,"Low","5/20/2017"
"OR00604","ALTNOW RESERVOIR",20,122,"A-19",,"Cert:51314 RR *;Cert:51712 CF *","Warm Spring Creek",10,"HARN",10,"E REGION","WM",20,"S",36,"E",4,43.86141967,-118.28939819,"04/28/2009",2015,"Low","5/20/2017"
"OR00605","Elms Reservoir",14,190,"E-24","R-180",,"Trib to Job Creek",9,"BAKE",8,"E REGION","WM",13,"S",37,"E",15,44.44157028,-118.16065216,"07/08/2011",2017,"Low","5/20/2017"
"OR00606","BENNETT DAM",22,250,"B-59",,,"East Sutton Creek & Sheep Flat",9,"BAKE",8,"E REGION","WM",11,"S",41,"E",8,44.62390136,-117.71994781,"11/20/2013",2018,"Low","5/20/2017"
"OR00607","Spaulding-Vaughn Reservoir",10,230,"V-1","X6-443",,"Elk Ck-Burlap & Juniper Gulch",9,"BAKE",8,"E REGION","WM",10,"S",39,"E",12,44.71289825,-117.87373352,"05/21/2014",2021,"Low","5/20/2017"
"OR00608","Killamacue Reservoir",11,798,"K-2","X6-407",,"Killamacue Lake",9,"BAKE",8,"E REGION","WM",8,"S",37,"E",11,44.87516021,-118.14598846,"06/26/2013",2016,"Significant","5/20/2017"
"OR00609","Twin Lake-Upper",10,150,"T-37a","X11-211",,"West Fork Pine Creek",9,"BAKE",8,"E REGION","WM",6,"S",45,"E",18,45.03610992,-117.25608825,"10/21/2010",2016,"Low","5/20/2017"
"OR00610","Twin Lake-Lower",22,75,"T-37b","X11-211",,"West Fork Pine Creek",9,"BAKE",8,"E REGION","WM",6,"S",45,"E",18,45.03638076,-117.25057983,"10/21/2010",2016,"Low","5/20/2017"
"OR00611","BEAVER CREEK (UNION)",33,650,"B-3",,"Cert:61437 OR *","Beaver Creek",8,"UNIO",6,"E REGION","WM",5,"S",37,"E",8,45.14028167,-118.20471191,"08/16/2016",2022,"Low","5/20/2017"
"OR00612","Lost Creek Reservoir (COE)",345,465000,"L-53","R-8141","Permit: R  8141 *","Rogue River",15,"JACK",13,"SW REGION","WM",33,"S",1,"E",26,42.66514968,-122.67590332,"NSI","NSI","High","5/20/2017"
"OR00613","FRANZEN RESERVOIR",31,300,"T-14",,,"Off Channel",2,"MARI",16,"NW REGION","WM",8,"S",2,"W",29,44.84674835,-122.94676971,"10/31/2016",2017,"High","5/20/2017"
"OR00614","BEAR CREEK RESERVOIR SITE 3",55,500,"B-51",,"Permit: R  5652 *","Bear Creek",16,"DOUG",15,"SW REGION","WM",22,"S",6,"W",35,43.61997985,-123.37278747,"09/07/2016",2017,"High","5/20/2017"
"OR00616","McNary Dam",158,1350000,"M-40",,,"Columbia River",7,"UMAT",5,"NC REGION","WM",6,"N",28,"E",9,45.93780136,-119.29827117,"NSI","NSI","High","5/20/2017"
"OR00617","Kennel Reservoir",27,160,"K-26","R-6480","Cert:62119 OR *","Berry Creek, Trib to",2,"POLK",16,"NW REGION","WM",9,"S",5,"W",36,44.75168991,-123.2472763,"06/25/2014",2020,"Significant","5/20/2017"
"OR00618","WALKER RESERVOIR 2",10,200,"W-83",,"Cert:39182 OR *","South Yamhill River, Trib to",2,"POLK",16,"NW REGION","WM",6,"S",5,"W",3,45.0735588,-123.27754211,"04/03/2013",2017,"Low","5/20/2017"
"OR00619","Carty Reservoir",80,150000,"C-94","R-6276","Cert:86056 OR *","Columbia River (cooling)",7,"MORR",5,"NC REGION","WM",3,"N",24,"E",33,45.69335937,-119.82057189,"04/01/2015",2018,"Significant","5/20/2017"
"OR00620","Fredericks Pond",26,48,"F-27","R-6229","Cert:42965 OR *","Mill Creek, Trib to",2,"MARI",16,"NW REGION","WM",4,"S",1,"W",22,45.20586013,-122.79564666,"03/12/2015",2018,"Significant","5/20/2017"
"OR00621","KOINENIA LAKE DAM",40,125,"K-24",,"Cert:52887 OR *","Pudding River, Trib to",2,"MARI",16,"NW REGION","WM",7,"S",1,"W",31,44.91495132,-122.85875701,"10/21/2015",2018,"Significant","5/20/2017"
"OR00622","SILVER CREEK DAM",65,1300,"S-66",,"Permit: R  5948 *","Silver Creek",2,"MARI",16,"NW REGION","WM",7,"S",1,"W",12,44.98249053,-122.74620819,"09/28/2016",2017,"High","5/20/2017"
"OR00623","Rock Creek (Malheur)",16.5,834,"R-39","R-7257","Permit: R  7257 *","Rock Creek",11,"MALH",9,"E REGION","WM",31,"S",44,"E",7,42.88573074,-117.3719635,"NSI","NSI","High","5/20/2017"
"OR00624","Applegate Lake",242,82000,"A-35","R-7810","Permit: R  7810 *","Applegate River",15,"JACK",13,"SW REGION","WM",40,"S",4,"W",25,42.05582809,-123.11457824,"NSI","NSI","High","5/20/2017"
"OR00625","Parsnip Creek Diversion",38,475,"P-61","R-6446","Cert:65105 OR *","Parsnip Creek",11,"MALH",9,"E REGION","WM",32,"S",45,"E",11,42.78676986,-117.15187835,"10/30/2008",,"Significant","5/20/2017"
"OR00626","ALBERTSON S RESERVOIR (MALHEUR) (LAGOON)",19,105,"LG-66",,"Cert:55551 OR *","Feedlot Runoff",10,"MALH",9,"E REGION","WM",19,"S",46,"E",21,43.90810012,-117.09770965,"07/01/2014",2020,"Low","5/20/2017"
"OR00627","SHERLOCK GULCH",21,100,"S-139",,"Cert:83070 OR *","Sherlock Gulch",13,"LAKE",12,"SC REGION","WM",33,"S",24,"E",5,42.74166488,-119.91500091,"NSI","NSI","Low","5/20/2017"
"OR00628","Sevan Lake",40,1000,"S-75","R-6091","Cert:53353 OR *","Silver Lake, Trib to",13,"LAKE",12,"SC REGION","WM",27,"S",17,"E",33,43.19094085,-120.71942138,"08/11/2015",2021,"Low","5/20/2017"
"OR00629","White Rock Reservoir",31,940,"W-57","R-5338",,"Cox Creek",13,"LAKE",12,"SC REGION","WM",37,"S",20,"E",26,42.32794189,-120.33020782,"08/08/2012",2018,"Low","5/20/2017"
"OR00630","Walchi Reservoir",30,300,"W-63","R-6575","Cert:58960 OR *","Columbia River, Trib to",7,"UMAT",5,"NC REGION","WM",4,"N",29,"E",4,45.86090087,-119.18659973,"04/02/2015",2021,"Low","5/20/2017"
"OR00632","RANDALL RESERVOIR #3",40,600,"R-35",,,"Cys Branch",14,"KLAM",17,"SC REGION","WM",39,"S",12,"E",25,42.15206146,-121.24207305,"NSI","NSI","Low","5/20/2017"
"OR00633","Buck Butte Reservoir",25,114,"B-55","R-6238","Cert:52211 OR *","Simons Creek",14,"KLAM",17,"SC REGION","WM",40,"S",12,"E",18,42.10457992,-121.44805145,"12/14/2010",2016,"Low","5/20/2017"
"OR00634","Cherry Creek",43,95,"C-68","R-7744","Cert:68549 OR *","Cherry Creek",6,"JEFF",21,"NC REGION","WM",10,"S",19,"E",33,44.65396881,-120.45887756,"09/11/2014",2020,"Low","5/20/2017"
"OR00635","MEDFORD FOREST NURSERY",15,127,"M-85",,"Cert:51803 OR *","Jackson Creek",15,"JACK",13,"SW REGION","WM",37,"S",2,"W",15,42.35535812,-122.93289184,"NSI","NSI","Low","5/20/2017"
"OR00636","OWEN",31,55,"O-25",,"Cert:65168 OR *","Little Butte Creek, Trib to",15,"JACK",13,"SW REGION","WM",36,"S",1,"E",14,42.4454689,-122.6613388,"07/06/2016",2022,"Low","5/20/2017"
"OR00638","RADIO SPRING RESERVOIR (ENLG.)",25,105,"R-58",,"Cert:60985 OR *","Spring",13,"HARN",10,"E REGION","WM",31,"S",24,"E",3,42.90833282,-119.84999847,"NSI","NSI","Low","5/20/2017"
"OR00639","Oxbow Ranch Dam (Grant)",40,90,"O-17","R-6576","Cert:83531 OR *","Squaw Creek",6,"GRAN",4,"NC REGION","WM",14,"S",34,"E",18,44.36186981,-118.67964935,"11/19/2009",2015,"Low","5/20/2017"
