dam_ID,dam_name,dam_height,storage,file,permit,water_right,exempt_category,river,basin,county,wm_district,wm_region,meridian,township,township_char,range,range_char,sctn,latitude,longitude,last_inspection_state,next_inspection,hazard
OR03752,Abbey Heights Reservoir,25,12.2,A-36,R-11837,Cert:90295 OR *,,Unnamed Trib/Chehalem Creek,2,YAMH,16,NW REGION,WM,3,S,3,W,20,45.29848861,-123.09092712,2013-02-25,2019,L
OR03754,Dry Creek Diversion Dam,13,50,D-41,,,,Dry Creek,13,LAKE,12,SC REGION,WM,41,S,18,E,14,42.00751876,-120.55523681,2011-06-22,2017,L
OR03755,Iverson (Clackamas),15,185.6,I-15,R-11827,Permit: R  11827 *,,Unnamed Trib/Butte Creek,2,CLAC,16,NW REGION,WM,5,S,1,W,24,45.11721038,-122.75518798,2012-02-02,2018,L
OR03756,Smelt Dam,19.5,14.6,S-126,R-11351,Inchoate: T  11729 CF (REG) *,,Unnamed Trib/Oldham Creek,16,DOUG,15,SW REGION,WM,24,S,4,W,16,43.47473144,-123.17269134,2009-12-03,2015,L
OR03757,Dowell Reservoir,17,200,D-15,R-12081,Cert:91132 OR *,,Road Canyon Creek,11,MALH,9,E REGION,WM,26,S,40,E,18,43.3084793,-117.86508941,2012-08-15,2018,L
OR03758,Hope Reservoir,19,715,H-1,R-12080,Cert:91133 OR *,,Burnt Flat Creek,11,MALH,9,E REGION,WM,27,S,40,E,3,43.26063156,-117.81104278,2011-08-24,2017,L
OR03761,Volbeda Dairy Lagoon #2,13,40,LG-58,,,CAFO,Off Channel,2,POLK,16,NW REGION,WM,6,S,3,W,20,45.03330993,-123.08615875,2014-03-13,2020,L
OR03762,Evans Creek Dam (Jackson),19,15,E-2,,,in process of removal per keith - 7/12/2013,Evans Creek,15,JACK,13,SW REGION,WM,36,S,4,W,4,42.4755783,-123.18251037,2013-07-03,2019,L
OR03764,Winters (lower),16,9.4,W-89a,R-11409,Cert:86474 OR *,,,2,YAMH,16,NW REGION,WM,4,S,3,W,3,45.25286102,-123.03543853,2015-11-17,2021,L
OR03765,Craven Farms Lagoon,18,37,LG-20,,,CAFO,Off Channel,1,TILL,1,NW REGION,WM,4,S,10,W,22,45.20941162,-123.90229797,2014-09-16,2020,L
OR03766,Clearwater Diversion Dam #2,18,15,C-91c,HE-19,Cert:84409 OR *,FEDERAL,Clearwater/Trib North Umpqua,16,DOUG,15,SW REGION,WM,27,S,4,E,3,43.25091934,-122.33805084,,,L
OR03769,Woodburn Waste Lagoon,15,45,LG-11,R-11627,Cert:90446 OR *,,Off Channel,2,MARI,16,NW REGION,WM,4,S,1,W,31,45.17565155,-122.85765838,2010-10-21,2016,L
OR03770,Spada Nursery Runoff #1,26,10.3,S-130a,R-11676,Cert:84131 OR *,,"Champoeg Ck, Trib/Willamette",2,MARI,16,NW REGION,WM,4,S,2,W,14,45.21860885,-122.90866088,2013-03-07,2019,L
OR03772,Camp Creek #2 (Curry),28,136,C-5,R-11579,Permit: R  11579 *,,Unnamed Trib/Elk River,17,CURR,19,SW REGION,WM,32,S,15,W,16,42.80165863,-124.48471832,2015-10-01,2021,L
OR03773,Maple Grove,38,210,W-13,R-11493,Cert:89461 OR *,,Unnamed Trib/Luckimute River,2,POLK,16,NW REGION,WM,9,S,6,W,13,44.78929138,-123.36592864,2013-01-10,2019,L
OR03774,Upper Display Pond,13,17.3,U-11,R-74677,,FEDERAL,"Hull Creek, Trib/Willamette",2,BENT,16,NW REGION,WM,13,S,5,W,30,44.40932083,-123.3350296,,,L
OR03775,Knudsen Reservoir #2,19.9,11.5,K-39,R-11455,Cert:86459 OR *,,Unnamed Trib/Hess Creek,2,YAMH,16,NW REGION,WM,3,S,3,W,33,45.27341079,-123.05947875,2012-08-16,2018,L
OR03776,Gillen Reservoir,26,90,G-11,R-12236,Cert:89758 OR *,,"Wickiup Creek, Trib/Crooked",5,CROO,11,SC REGION,WM,15,S,18,E,35,44.22278976,-120.53073883,2013-07-13,2019,L
OR03777,Black Snag Reservoir,38,273,B-7,R-12247,,,Black Snag Creek,5,CROO,11,SC REGION,WM,19,S,24,E,25,43.90027999,-119.78321838,2012-06-20,2018,L
OR03779,Bottem Reservoir #5,12,19.9,B-10,R-12223,,,"Job Swale, Trib/Fern Ridge Res",2,LANE,2,NW REGION,WM,18,S,5,W,8,44.01483154,-123.313591,2012-04-11,2018,L
OR03780,Bullard Creek F.R.S.,35,50,B-9,,,,Bullard Creek,13,LAKE,12,SC REGION,WM,39,S,20,E,20,42.19229888,-120.30863189,2015-08-11,2016,H
OR03781,Kraemer Farms Dam,16,125,K-5,R-12051,Cert:90719 OR *,,"Zollner Creek, Trib/Pudding",2,MARI,16,NW REGION,WM,6,S,1,W,3,45.08501052,-122.7875595,2014-10-16,2019,L
OR03782,Hesse Dairy Lagoon,13,20.5,LG-68,,,CAFO,Off Channel,2,MARI,16,NW REGION,WM,9,S,3,W,19,44.76782989,-123.09381866,2014-04-09,2020,L
OR03783,Van Beek Dairy Lagoon,12,28.1,LG-69,,,CAFO,Off Channel,2,BENT,16,NW REGION,WM,14,S,5,W,18,44.35747146,-123.3327713,2013-08-13,2019,L
OR03784,"Hochstein, Lower",28.5,9.4,H-9,R-12430,Cert:85229 OR *,,"Davis Creek, Trib/Tualatin",2,WASH,18,NW REGION,WM,1,S,3,W,28,45.45534896,-123.06514739,2015-03-19,2021,L
OR03785,Bansen Dairy (Lagoon),16,13.2,LG-70,,,CAFO,,2,YAMH,16,NW REGION,WM,3,S,4,W,8,45.32338888,-123.20971111,2014-06-17,2020,L
OR03786,Bryant Dam (Marion),15,27.7,B-97,R-11473,Cert:86208 OR *,,"Unnamed, Trib/ Willamette River",2,MARI,16,NW REGION,WM,4,S,2,W,5,45.25336837,-122.96054077,2016-02-09,2022,L
OR03787,Jackson Farms Dam,60,90,J-9,R-12519,Permit: R  12519 *,,"Unnamed, Trib/Bear Creek",17,COOS,19,SW REGION,WM,28,S,14,W,28,43.12247085,-124.35649108,2014-02-13,2017,S
OR03788,Desert Park Dairy No. 2 (Lagoon),13.5,25.4,LG-43b,,,exempt under statute OAR 690-020-0200,Off Channel,2,MARI,16,NW REGION,WM,9,S,3,W,36,44.74818038,-122.99304199,2013-05-07,2019,L
OR03789,Baker West Nursery Dam,26,16.8,B-12,R-12501,Cert:87703 OR *,,"Unnamed, Trib/Ryan Creek",2,MARI,16,NW REGION,WM,4,S,1,W,18,45.2187004,-122.85529327,2011-02-18,2017,L
OR03790,Sunriver Effluent Lagoon,30,202.4,LG-73,,,,Off Channel,5,DESC,11,SC REGION,WM,19,S,11,E,33,43.89115142,-121.41342163,2013-05-07,2019,L
OR03791,Acres Pond Dam,12,14.4,A-27,,,,,2,BENT,16,NW REGION,WM,11,S,5,W,15,44.6144104,-123.27278137,2014-04-25,2020,L
OR03792,Lonesome Lake,35,186,L-15,R-12601,Permit: R  12601 *,,,11,MALH,9,E REGION,WM,22,S,47,E,31,43.60771942,-117.02690887,2015-08-25,2016,H
OR03793,Kelly Creek Regional Detention Pond,20,67,K-6,,,,,3,MULT,20,NW REGION,WM,1,S,3,E,13,45.48664093,-122.38266754,2011-03-15,2017,L
OR03794,Ennis Creek Dam,27,27,E-19,,,,,13,LAKE,12,SC REGION,WM,34,S,19,E,19,42.60168075,-120.5166397,2011-07-08,2017,L
OR03795,Bussman Dam,20,43,B-70,,,,,17,CURR,19,SW REGION,WM,32,S,15,W,5,42.83126831,-124.49681091,2015-10-01,2021,L
OR03798,Konyn Dairy Lagoon,10,50.1,LG-44,,,CAFO,,2,LANE,2,NW REGION,WM,16,S,3,W,20,44.15705108,-123.08460235,2014-02-11,2020,L
OR03799,Stewart Reservoir #2,24,16.6,S-40,,,,,2,BENT,16,NW REGION,WM,12,S,6,W,35,44.47637939,-123.3915863,2008-11-18,2014,L
OR03803,Barkdoll Dam,16,9.917,B-77,HB-2153,,,,2,LANE,2,NW REGION,WM,18,S,5,W,16,44.01134109,-123.30152893,2010-11-16,2016,L
OR03804,Ulupalukua Dam,21,24,U-4,,,,Off-channel,5,CROO,11,SC REGION,WM,15,S,15,E,24,44.25629043,-120.87271881,2014-07-28,2020,L
OR03805,Westbrook Dam,25,141.2,W-36,R-12733,Permit: R  12733 *,,"Weaver Gulch, Trib/Miller Creek",2,MARI,16,NW REGION,WM,9,S,3,W,14,44.78688049,-123.0160675,2013-02-07,2019,L
OR03806,Fuston Ranch Dam,30,250,F-32,R-12964,Cert:87101 OR *,,"Unnamed, Trib  Deschutes",5,JEFF,11,SC REGION,WM,9,S,15,E,10,44.804,-120.9274,2015-08-20,2018,S
OR03807,JYN Dam,27,13.8,J-25,,,,,2,YAMH,16,NW REGION,WM,2,S,3,W,28,45.368325,-123.06823055,2009-05-12,2015,L
OR03808,Poison Creek Dam,21,110.5,P-17,R-12527,Permit: R  12527 *,FEDERAL,Poison Creek; Trib Silvies River,12,GRAN,10,E REGION,WM,18,S,32,E,17,44.01345825,-118.91481781,,,L
OR03809,Simplot Hermiston #2 (Lagoon),32,353,LG-85,R-13872,Permit: R  13872 *,,Off Channel,7,UMAT,5,NC REGION,WM,3,N,28,E,34,45.70145,-119.30218611,2012-01-01,2018,L
OR03810,Spada Nursery Runoff #2,25,19.5,S-130b,R-12123,Cert:85544 OR *,,,2,MARI,16,NW REGION,WM,4,S,2,W,15,45.21686172,-122.91664886,2013-03-07,2019,L
OR03811,Spring Lake Dam,26,30.8,S-77,R-13774,Permit: R  13774 *,,,18,LINC,1,NW REGION,WM,7,S,11,W,11,44.97488021,-124.00502014,2015-05-19,2016,H
OR03812,Muhs Quarry Dam,40,202.5,M-4,R-13864,Cert:91043 OR *,,Unnamed; Trib South Yamhill,2,YAMH,16,NW REGION,WM,4,S,4,W,18,45.21677017,-123.23523712,2012-07-27,2015,S
OR03813,Sar Ben Dairy Lagoon #2,14,34,LG-8b,R-14009,Permit: R  14009 *,EXTRA LAGOON CELL,,2,MARI,16,NW REGION,WM,4,S,2,W,4,45.25178146,-122.94728851,2012-02-13,2018,L
OR03814,Gildersleeve,18,50,G-40,R-13658,Cert:90304 OR *,,,2,WASH,18,NW REGION,WM,2,S,3,W,7,45.41424166,-123.09651388,2010-10-26,2016,L
OR03815,Oregon Pride Nursery Dam,39,59,O-12,R-13659,Cert:91161 OR *,,,2,YAMH,16,NW REGION,WM,4,S,4,W,28,45.19187927,-123.17556762,2009-04-14,2015,L
OR03816,Duck Pond Dam,35,94.6,D-2,R-12732,Permit: R  12732 *,,,2,MARI,16,NW REGION,WM,8,S,3,W,35,44.82546388,-123.02510277,2014-01-10,2020,L
OR03817,Lost Lake Reservoir,10,44,L-45,R-11346,Cert:86100 OR *,FEDERAL,,6,GRAN,4,NC REGION,WM,9,S,34,E,8,44.80411911,-118.64678955,,,L
OR03818,Big Pond Reservoir,16,15,B-68,HB-2153,,,South Fork Deer Creek,16,DOUG,15,SW REGION,WM,27,S,4,W,28,43.19060897,-123.1687622,2010-07-15,2016,L
OR03819,Riverbend Landfill Lagoon,27,63,LG-83,,,,Off Channel,2,YAMH,16,NW REGION,WM,5,S,5,W,12,45.1589508,-123.25237274,2010-10-27,2016,L
OR03820,Canyon Ranch Dam,17,20,C-29,R-13115,Permit: R  13115 *,,"Unnamed, Trib/Willamette",2,MARI,16,NW REGION,WM,8,S,4,W,36,44.83821105,-123.12641143,2013-07-19,2019,L
OR03821,Colahan Reservoir #3,20,46,C-14,HB-2153,,,Unnamed; Tributary to Summer Lake,13,LAKE,12,SC REGION,WM,32,S,16,E,36,42.75306944,-120.77302777,2011-07-08,2017,L
OR03822,PDX De-icing Lagoon,12,41,LG-77,,,,,2,MULT,20,NW REGION,WM,1,N,2,E,7,45.57881164,-122.60507202,2010-12-03,2016,L
OR03823,Multnomanh Channel Dam #2,11.5,240,M-35,R-13162,Permit: R  13162 *,,Trib/Columbia River,2,MULT,20,NW REGION,WM,2,N,1,W,7,45.67087173,-122.86582946,2010-08-25,2016,L
OR03826,Van Conklin Dam #4,18,81,V-5c,R-13110,Permit: R  13110 *,,"Unnamed, Trib/White River",5,WASC,3,NC REGION,WM,5,S,12,E,7,45.15512847,-121.34088897,2014-05-20,2020,L
OR03827,Van Conklin Dam #6,50,197,V-5e,R-13110,Permit: R  13110 *,,,5,WASC,3,NC REGION,WM,5,S,12,E,5,45.16146087,-121.32897949,2014-05-20,2020,L
OR03828,Madams Creek Dam,12,15.3,M-5,R-15007,Permit: R  15007 *,,,15,JOSE,14,SW REGION,WM,36,S,7,W,23,42.43167877,-123.49239349,2013-06-17,2019,L
OR03829,Hochstein Dam #3,45,65,H-9b,R-12735,Cert:90468 OR *,,,2,WASH,18,NW REGION,WM,1,S,3,W,28,45.45748901,-123.06494903,2015-03-19,2021,L
OR03830,Coos Ctry Club 15th Hole Dam,25,27.4,C-53,CER-76781,Cert:76781 OR *,,,17,COOS,19,SW REGION,WM,26,S,13,W,25,43.28743055,-124.19401666,2015-09-30,2021,L
OR03831,Tualatin Refuge,14,579,NID-229,R-12652,Permit: R  12652 *,FEDERAL,,2,WASH,18,NW REGION,WM,2,S,1,W,19,45.3838005,-122.84902191,,,L
OR03832,Hermiston WWT Lagoon,13,17,LG-72,,,,Off Channel,7,UMAT,5,NC REGION,WM,4,N,28,E,4,45.86289978,-119.3144226,2015-04-02,2021,L
OR03833,Boggy Lake Dam,23,50,B-66,R-12541,Permit: R  12541 *,,"Unnamed, Trib/Crooked Creek",13,LAKE,12,SC REGION,WM,36,S,21,E,32,42.39741134,-120.26361083,2009-05-22,2015,L
OR03834,Basket Slough - South,12.2,425,B-15a,R-12389,Cert:90848 OR *,FEDERAL,Basket Slough,2,POLK,16,NW REGION,WM,7,S,5,W,23,44.96775054,-123.26883697,,,L
OR03839,Desert Creek Dam,46,318,D-33,R-12756,Permit: R  12756 *,,"Unnamed, Trib/Desert Creek",5,CROO,11,SC REGION,WM,21,S,21,E,18,43.7479515,-120.25376892,2015-07-23,2021,L
OR03846,Clausen Dam,15,64,C-26,R-12747,,,"Unnamed, Trib/Coquille",17,COOS,19,SW REGION,WM,27,S,13,W,31,43.18812179,-124.28343963,2009-04-21,2016,L
OR03847,Momtazi - Reservoir #1,15,14,M-6a,R-12823,Permit: R  12823 *,,"Unnamed, Trib/Muddy Creek",2,YAMH,16,NW REGION,WM,5,S,5,W,9,45.14581666,-123.31836944,2014-10-29,2019,L
OR03848,Momtazi - Reservoir #2,39,81,M-6b,R-12824,Permit: R  12824 *,,"Unnamed, Trib/South Yamhill River",2,YAMH,16,NW REGION,WM,5,S,5,W,10,45.15071105,-123.2946701,2015-02-24,2021,L
OR03850,Jacobs Reservoir,14,294,J-22,HB-2153,,FEDERAL,Guano Creek,12,LAKE,10,E REGION,WM,38,S,26,E,10,42.28641128,-119.64974212,,,L
OR03858,Simplot Waste Lagoon #1,46,535,LG-39,R-12130,Permit: R  12130 *,,Off Channel,7,UMAT,5,NC REGION,WM,3,N,28,E,5,45.76544952,-119.33381652,2015-04-04,2018,S
OR03859,Meacham Lake Dam,14,160,M-102,HB-2153,,,"Beaver Creek, Trib/Meacham Ck",7,UMAT,5,NC REGION,WM,1,S,35,E,9,45.49409103,-118.44140625,2014-04-21,2017,S
OR03860,Murry Pond #3,12,35.7,M-51,R-12189,Permit: R  12189 *,,"Unnamed, Trib/Job Swale",2,LANE,2,NW REGION,WM,18,S,5,W,8,44.01625061,-123.32121276,2013-03-26,2019,L
OR03862,Woodburn Nursery,33,40,W-41,R-13951,Cert:91278 OR *,,"Unnamed, Trib/Zollner Creek",2,MARI,16,NW REGION,WM,5,S,1,W,33,45.09830093,-122.81182098,2015-05-28,2021,L
OR03863,Vandecoevering,15,87,V-4,R-13970,Permit: R  13970 *,,"Unnamed, Trib/Rock Creek",2,CLAC,16,NW REGION,WM,5,S,1,E,27,45.10879898,-122.67382812,2010-12-08,2016,L
OR03864,Ditch Creek Reservoir,26,90,D-9,R-13785,Permit: R  13785 *,,"Unnamed, Trib/Pleasant Creek",15,JACK,13,SW REGION,WM,34,S,4,W,33,42.57717895,-123.18878936,2009-10-28,2015,L
OR03865,Stoller Road Dam,25,29.9,S-84,R-13977,Permit: R  13977 *,,Unnamed Tributary; Yamhill River,2,YAMH,16,NW REGION,WM,4,S,3,W,8,45.24322128,-123.08500671,2009-03-20,2015,L
OR03866,Patsys Pond,26,31,P-21,R-13980,Cert:90670 OR *,,,2,YAMH,16,NW REGION,WM,4,S,5,W,13,45.22779166,-123.25742222,2008-04-30,2014,L
OR03867,Turner Dam,19,110,T-39,,,,,2,POLK,16,NW REGION,WM,7,S,5,W,22,44.95296096,-123.29267883,2014-07-03,2020,L
OR03868,Iott Dam,20,58.5,I-5,R-14029,Permit: R  14029 *,,"Unnamed, Trib/Salt Creek",2,POLK,16,NW REGION,WM,6,S,5,W,33,45.00391006,-123.3181076,2014-03-13,2020,L
OR03869,Amity Hills Dam,32,125,,R-13129,Permit: R  13129 *,,"Unnamed, Trib/Ash Swale",2,YAMH,16,NW REGION,WM,5,S,4,W,22,45.12491989,-123.16744995,2015-10-26,2018,S
OR03870,Blaine Dam #2,27,258,B-103b,R-14054,Permit: R  14054 *,,,5,WASC,3,NC REGION,WM,4,S,12,E,32,45.18505096,-121.31841278,2014-05-20,2020,L
OR03875,Shady Creek,32,490,S-127,R-11910,Cert:89942 OR *,,,5,CROO,11,SC REGION,WM,14,S,21,E,6,44.3937688,-120.25703398,2014-06-24,2020,L
OR03876,Skookum Pond Dam,20,80,S-72,,,FEDERAL,,16,DOUG,15,SW REGION,WM,29,S,2,E,33,43.00878333,-122.59941666,,,L
OR03877,Coos Bay Lumber Stormwater Lagoon,16,16.6,LG-88,,,,,17,COOS,19,SW REGION,WM,24,S,13,W,10,43.50116388,-124.22440555,2015-09-30,2021,L
OR03888,Arock Diversion Dam,20,222,A-7,,,,Jordan Creek,11,MALH,9,E REGION,WM,30,S,43,E,36,42.91339874,-117.40644073,2011-08-01,2017,L
OR03889,Carlton Hills Pond G,24,73,C-31,,,,,2,YAMH,16,NW REGION,WM,3,S,5,W,24,45.29338836,-123.24665069,2012-08-24,2018,L
OR03891,Davis Lake Dam,23,54.6,D-42,R-14350,Permit: R  14350 *,,,5,SHER,3,NC REGION,WM,3,S,16,E,13,45.28758,-120.86115,2015-12-08,2021,L
OR03892,Wasco Wastewater Lagoon,17,19.5,LG-89,,,,,5,SHER,3,NC REGION,WM,1,N,17,E,5,45.596542,-120.719054,2009-04-03,2015,L
OR03893,Hidden Lake (Sluice Can.),36,27,H-53,R-14361,Permit: R  14361 *,,,6,WHEE,21,NC REGION,WM,8,S,20,E,28,44.848,-120.338,,2019,L
OR03894,Broadmead Trust,15,41,B-87,,,,,2,POLK,16,NW REGION,WM,6,S,5,W,11,45.05816,-123.2714,2010-08-09,2016,L
OR03895,Mallories Dairy Lagoon #2,21.8,84,LG-60,R-11533,Cert:85595 OR *,CAFO,,2,MARI,16,NW REGION,WM,6,S,1,W,29,45.01555833,-122.82698055,2014-01-27,2020,L
OR03897,Stoney Mountain,77,184,S-78,R-13686,Permit: R  13686 *,,,2,YAMH,16,NW REGION,WM,4,S,6,W,17,45.215977,-123.456387,2012-08-15,2018,L
OR03898,Prairie City Lagoon (Cell 1),17,44,LG-26a,R-8164,Cert:57971 OR *,,Off-Channel,6,GRAN,4,NC REGION,WM,13,S,33,E,8,44.46075,-118.77041,2013-11-12,2019,L
OR03899,Johan Vineyard Reservoir H,35,65,J-23,,,,,2,POLK,16,NW REGION,WM,6,S,4,W,31,45.00972,-123.22167,2012-08-22,2018,L
OR03900,Burma (Secesh) BLM,14,27.67,B-81,R-11790,Cert:86443 OR *,FEDERAL,,15,JOSE,14,SW REGION,WM,33,S,5,W,15,42.70361111,-123.27277222,,,L
OR03901,Faber Animal Waste Lagoon,12,16.07,LG-37,,,CAFO,,2,POLK,16,NW REGION,WM,6,S,3,W,16,45.04451,-123.07822,2014-09-03,2020,L
OR03902,Creekside Dam #1,95,371,C-33a,,,FEDERAL,,16,DOUG,15,SW REGION,WM,30,S,5,W,28,42.93848888,-123.29871666,,,H
OR03903,Creekside IWR,58,170,C-33b,,,FEDERAL,,16,DOUG,15,SW REGION,WM,30,S,5,W,28,42.93430833,-123.30664166,,,H
OR03908,Windhurst,43,470,W-16,R-724,Cert:19543 OR *,,,17,COOS,19,SW REGION,WM,29,S,14,W,4,43.08738611,-124.3645444,2014-02-13,2017,S
OR03911,"Boge, Neal Lagoon",17.6,20.6,LG-48,,,,,1,TILL,1,NW REGION,WM,2,S,9,W,18,45.39586944,-123.83605833,2010-12-16,2016,L
OR03918,Lakewood Estates Sewage Lagoon,13,17,LG-35,,,,,2,MARI,16,NW REGION,WM,4,S,1,W,22,45.2044,-122.78814,2015-03-12,2021,L
OR03930,Hazenberg (Lagoon),16,32,LG-22,,,CAFO,,2,YAMH,16,NW REGION,WM,4,S,2,W,4,45.25899,-122.94846,2014-07-30,2020,L
OR03933,EE Wilson,10,20,E-42,R-11541,Cert:90510 OR *,,,2,BENT,16,NW REGION,WM,10,S,4,W,17,44.70777777,-123.22694444,2010-06-15,,L
OR03937,Crown Zellerbach (Lagoon),15,276,LG-50,,,,,2,CLAC,20,NW REGION,WM,2,S,1,E,36,45.34718611,-122.63447222,2010-10-22,2016,L
OR03938,Gienger Farms Dairy Lagoon,12,20,LG-19,,,CAFO,,1,TILL,1,NW REGION,WM,1,S,10,W,14,45.48279,-123.86942,2010-12-16,,L
OR03939,Wastewater Lagoon #4,15,324,LG-76,,,,,13,LAKE,12,SC REGION,WM,39,S,20,E,16,42.18203,-120.36639,2014-05-06,2020,L
OR03940,North Fork a,12,17,P-69,PC-721,,FEDERAL,,15,JACK,13,SW REGION,WM,32,S,3,E,27,42.75694274,-122.43888854,,,L
OR03942,Craven Lagoon,16,17,LG-29,,,CAFO,,2,YAMH,1,NW REGION,WM,3,S,4,W,8,45.32331848,-123.20973205,2014-06-24,2020,L
OR03943,4-B Farms,16.7,147,F-51,R-14357,Permit: R  14357 *,,,2,MARI,16,NW REGION,WM,5,S,1,E,31,45.09058,-122.738001,2016-02-08,2022,L
OR03944,Delaubenfels,31,84,D-61,R-5415,Cert:40069 OR *,,,2,BENT,16,NW REGION,WM,13,S,6,W,13,44.43973922,-123.35854339,2010-06-09,2016,L
OR03946,Hemen-Way Farms Lagoon,10,31.7,LG-21,,,CAFO,,0,LANE,2,NW REGION,WM,20,S,3,W,11,,,2014-06-05,2020,L
OR03947,Tualatin River Intake,15.1,35,T-13,,,,Tualatin River,2,WASH,18,NW REGION,WM,1,S,5,W,20,45.46638055,-123.31943888,2014-03-26,2020,L
OR03950,Meritt Dairy (Lagoon),14,14.5,LG-82,,,CAFO,,0,LINN,2,NW REGION,WM,0,,0,,0,0,0,2013-10-17,2019,L
OR03951,Metolius (Lagoon),13,80.86,LG-84,,,,,5,JEFF,11,SC REGION,WM,11,S,13,E,21,44.5981,-121.1727,2015-08-20,2021,L
OR03952,Madras WWT Lagoon,25,20,LG-86,,,,,5,JEFF,11,SC REGION,WM,11,S,14,E,17,44.623984,-121.112277,2015-08-20,2021,L
OR03954,Kramer Waste Pond #2 (Lagoon),12,12.74,LG-18,R-11534,Cert:85594 OR *,,,2,MARI,16,NW REGION,WM,6,S,1,W,2,45.07964166,-122.77961944,2010-07-08,2016,L
OR03961,Kronke,20,14.5,K-37,R-11403,Cert:86466 OR *,,,2,LANE,2,NW REGION,WM,18,S,5,W,34,43.96384444,-123.28548055,2010-12-13,2016,L
OR03962,City of Mt. Angel Lagoon,11,266.5,LG-33,,,,,2,MARI,16,NW REGION,WM,6,S,1,W,4,45.07212,-122.81767,2010-11-09,2016,L
OR03964,Mt. Pisgah,22,45,M-7,R-13073,Permit: R  13073 *,,,2,POLK,16,NW REGION,WM,8,S,5,W,10,44.88831388,-123.283925,2010-07-27,2016,L
OR03967,Eder,13,30.1,E-18,R-75570,,,,2,MARI,16,NW REGION,WM,5,S,1,W,30,45.10360833,-122.84774722,2010-07-07,2016,L
OR03969,"Stewart, Jim",12,39.45,S-124,R-11234,Cert:86174 OR *,,,13,LAKE,12,SC REGION,WM,39,S,19,E,32,42.14257777,-120.50938333,2012-08-19,2018,L
OR03972,Foster Danish Dairy Lagoon,22,29,LG-9,,,CAFO,,17,COOS,19,SW REGION,WM,27,S,13,W,33,43.18563333,-124.25606944,2014-02-27,2020,L
OR03973,Orchard Heights,10,12,FLAG-69,,,Uncertain,,0,,0,,WM,0,,0,,0,0,0,,,L
OR03974,Stacey,16,11.5,S-135,R-17648,,,,9,BAKE,8,E REGION,WM,8,S,44,E,24,44.85507777,-117.26673611,2015-03-17,2021,L
OR03975,Thompson Creek (Lower),20,34,T-53,,,FEDERAL,,16,DOUG,15,SW REGION,WM,30,S,6,W,7,42.984747,-123.447021,,,L
OR03976,Shaniko Ranch,44,32,S-128,R-11411,Cert:84097 OR *,,,6,WASC,21,NC REGION,WM,7,S,17,E,6,44.99489444,-120.73403611,2014-10-03,2020,L
OR03977,Cooley,12.8,11.3,C-102,R-12581,,,,9,UNIO,8,E REGION,WM,6,S,41,E,35,44.99914444,-117.65790555,2011-04-26,2018,L
OR03978,Whitmore,24,500,W-15,R-724,Cert:19543 OR *,,,14,KLAM,17,SC REGION,WM,36,S,14,E,33,42.40475277,-121.06455555,2010-11-05,2016,L
OR03979,Rock Creek Hatchery,14,1500,R-12,,,FEDERAL,,16,DOUG,15,SW REGION,WM,26,S,3,W,1,43.33583333,-122.9975,,,L
OR03982,"DeJong, The Reservoir",35,72,D-22,R-2555,Cert:32488 OR *,,"Salt Creek, Trib to",2,POLK,16,NW REGION,WM,6,S,5,W,7,45.05715179,-123.34784698,1996-01-04,2017,L
OR03986,Berning Reservoir,22.7,47,B-106,R-14414,Cert:87681 OR *,,,2,MARI,16,NW REGION,WM,6,S,1,W,2,45.07861,-122.7743,2012-12-06,2018,L
OR03987,Manton Carl Dam,15.5,11.5,C-37,R-1584,Cert:26054 OR *,,,2,MARI,16,NW REGION,WM,5,S,1,W,3,45.16203611,-122.78695833,2009-05-01,2015,L
OR03991,Hoekstre Reservoir,10,32,H-32,R-5269,Cert:39455 OR *,,,2,POLK,16,NW REGION,WM,7,S,5,W,6,44.99686944,-123.34054444,2014-06-19,2020,L
OR03994,Singer Lake Dam,22,38,S-117,R-14133,Permit: R  14133 *,,Off Channel/Trib Wolf Creek,15,JOSE,14,SW REGION,WM,33,S,5,W,9,42.71204,-123.30798339,2013-01-04,2019,L
OR03995,Spearhead,12.5,15.9,S-6,,,FEDERAL,,10,MALH,9,E REGION,WM,23,S,39,E,24,43.56327222,-117.88653055,,,L
OR03996,Taft Miller Homestead,12,122,T-6,R-11824,Cert:89976 OR *,,,12,HARN,10,E REGION,WM,32,S,30,E,4,42.82621666,-119.20371388,2011-07-19,2017,L
OR03998,Robert Kuenzi,16,22,K-42,R-11503,Permit: R  11503 *,,,2,MARI,16,NW REGION,WM,7,S,1,W,20,44.95241111,-122.8399639,2014-11-18,2021,L
OR03999,Mallories Lagoon #1,13,92,LG-12,,,CAFO,,2,MARI,16,NW REGION,WM,6,S,1,W,32,45.00775,-122.83483,2013-03-13,2019,L
OR04001,RA Murphy Dam,28,45,M-108,,,,,15,JACK,13,SW REGION,WM,34,S,1,W,31,42.572113,-122.863761,2014-10-29,2020,L
OR04002,Micke,19.5,75,M-109,R-13902,Permit: R  13902 *,,,13,LAKE,12,SC REGION,WM,39,S,18,E,7,42.196951,-120.633675,2015-11-18,2018,S
OR04007,Stoller Dam,13,55,S-132,,,,,2,YAMH,16,NW REGION,WM,5,S,3,W,20,45.12688888,-123.09548055,2010-07-29,2016,L
OR04008,John Vanden Brink Dairy,10,50,LG-93,,,CAFO,,0,,0,,WM,0,,0,,0,0,0,2014-02-27,2020,L
